Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Merchant_Category,Payment_Method,Device_Type,Location,Is_International,Previous_Transactions,Average_Spend,Account_Age_Days,Suspicious_Keyword,Fraudulent
T103848,CUST3328,07-10-2023 02:21,100.35,Fashion,UPI,Mobile,Kolkata,0,136,418.87,298,No,0
T103849,CUST9903,16-10-2023 01:35,5.67,Travel,PayPal,POS,Chennai,0,22,194.92,562,No,0
T103850,CUST5770,17-03-2023 23:52,43.26,Grocery,PayPal,Mobile,Pune,0,91,45.62,343,No,0
T103851,CUST8687,07-08-2023 03:02,9.9,Grocery,PayPal,Desktop,Hyderabad,0,169,234.37,149,No,0
T103852,CUST8997,27-06-2023 09:13,75.9,Electronics,Debit Card,Mobile,Bengaluru,0,116,89.13,1010,No,0
T103853,CUST3741,25-07-2023 18:11,223.07,Fashion,Debit Card,POS,Chennai,0,41,355.16,1534,Yes,1
T103854,CUST5939,19-04-2023 23:07,86.72,Fashion,PayPal,Desktop,Mumbai,0,81,290.17,1977,No,0
T103855,CUST1234,01-06-2023 14:43,6.39,Electronics,NetBanking,POS,Mumbai,0,123,142.36,1173,No,0
T103856,CUST8272,09-12-2023 12:46,35.04,Grocery,Debit Card,Mobile,Pune,0,57,475.73,739,No,0
T103857,CUST5875,24-12-2023 08:54,64,Utilities,Debit Card,Desktop,Pune,0,160,152.96,165,No,0
T103858,CUST1037,26-02-2023 17:33,41.29,Utilities,Credit Card,Mobile,Mumbai,0,127,281.95,1130,No,0
T103859,CUST7942,21-11-2023 04:41,143.49,Food,Credit Card,POS,Hyderabad,0,95,402.77,1407,No,0
T103860,CUST3610,13-09-2023 20:44,134.85,Health,NetBanking,Mobile,Delhi,0,55,261.81,1111,No,0
T103861,CUST1265,30-09-2023 07:31,75.71,Food,Debit Card,POS,Mumbai,0,6,480.82,965,No,0
T103862,CUST4822,15-12-2023 01:25,37.4,Grocery,Debit Card,POS,Pune,0,167,423.49,1139,No,0
T103863,CUST8319,16-06-2023 00:40,23.59,Entertainment,UPI,Desktop,Pune,0,9,461.3,30,No,0
T103864,CUST9163,01-07-2023 13:38,8.95,Fashion,NetBanking,Desktop,Hyderabad,0,32,192.62,106,No,0
T103865,CUST2231,26-03-2023 08:11,35.07,Food,NetBanking,Mobile,Mumbai,0,164,278.69,990,Yes,1
T103866,CUST9466,22-03-2023 07:41,42.64,Travel,UPI,POS,Hyderabad,0,128,421.68,1575,No,0
T103867,CUST9199,26-10-2023 23:17,90.12,Utilities,UPI,POS,Mumbai,0,16,452.72,1497,No,0
T103868,CUST5340,20-03-2023 01:57,85.87,Travel,Credit Card,Desktop,Delhi,1,140,472.74,610,No,1
T103869,CUST7515,17-01-2024 01:22,5.81,Electronics,NetBanking,Desktop,Chennai,0,41,440.78,177,No,0
T103870,CUST9181,19-09-2023 12:02,40.24,Grocery,NetBanking,Desktop,Mumbai,0,195,368.07,603,No,0
T103871,CUST7298,27-04-2023 02:04,16.05,Grocery,UPI,Desktop,Chennai,0,186,21.87,1578,No,0
T103872,CUST1321,12-03-2023 01:45,13.65,Food,PayPal,Mobile,Mumbai,0,137,164.33,215,No,1
T103873,CUST9294,07-10-2023 10:00,140.5,Fashion,PayPal,Mobile,Delhi,0,125,73.18,1730,No,0
T103874,CUST8246,20-10-2023 05:09,3.43,Grocery,Credit Card,Mobile,Kolkata,1,17,85.83,551,No,1
T103875,CUST7282,15-01-2024 15:16,43.47,Food,PayPal,Mobile,Pune,0,110,152.54,1824,No,0
T103876,CUST8410,17-02-2023 10:27,14.73,Food,PayPal,Desktop,Chennai,0,133,46.62,191,No,0
T103877,CUST5942,26-09-2023 16:41,169.18,Health,PayPal,Mobile,Hyderabad,0,26,129.09,1343,No,0
T103878,CUST8957,16-05-2023 04:40,65.14,Health,Debit Card,Mobile,Mumbai,0,129,478.92,1979,No,0
T103879,CUST2073,19-04-2023 01:44,21.05,Grocery,Credit Card,Mobile,Pune,0,1,162.85,1474,No,0
T103880,CUST9183,05-03-2023 12:06,55.84,Food,UPI,Desktop,Mumbai,0,35,88.26,225,No,0
T103881,CUST8422,04-12-2023 12:41,105.19,Electronics,PayPal,POS,Hyderabad,0,9,361.97,63,No,0
T103882,CUST9373,15-11-2023 20:05,253.83,Electronics,Debit Card,Desktop,Delhi,0,87,415.97,1725,No,0
T103883,CUST5679,06-04-2023 07:09,19.92,Health,PayPal,POS,Bengaluru,0,38,163.88,1650,No,0
T103884,CUST5306,19-01-2024 08:59,173.85,Grocery,Debit Card,POS,Mumbai,0,4,146.46,1623,No,0
T103885,CUST8300,11-10-2023 02:42,217.82,Utilities,Credit Card,Mobile,Kolkata,0,52,128.46,1926,Yes,0
T103886,CUST5540,21-11-2023 09:15,198.56,Fashion,PayPal,Mobile,Hyderabad,0,147,202.7,437,No,0
T103887,CUST9606,11-01-2024 14:05,80.72,Entertainment,Debit Card,Mobile,Bengaluru,0,5,52.74,1830,No,0
T103888,CUST3525,19-07-2023 06:12,79.5,Utilities,NetBanking,Desktop,Mumbai,0,106,337.87,1350,No,0
T103889,CUST7597,17-09-2023 18:09,41.3,Electronics,NetBanking,Desktop,Chennai,0,48,412.89,1973,Yes,0
T103890,CUST3242,02-07-2023 07:43,111.67,Electronics,Debit Card,Mobile,Pune,0,87,335.2,566,No,0
T103891,CUST2550,14-03-2023 04:06,60.62,Utilities,PayPal,Desktop,Pune,1,191,216.39,65,No,1
T103892,CUST3883,21-06-2023 12:40,90.52,Health,PayPal,Desktop,Hyderabad,1,38,151.59,1317,No,0
T103893,CUST3039,26-11-2023 02:45,44.75,Health,Credit Card,POS,Chennai,0,52,210.63,1435,No,0
T103894,CUST9628,29-01-2024 05:55,105.19,Grocery,Credit Card,Desktop,Delhi,1,87,217.68,143,No,0
T103895,CUST8965,10-12-2023 02:58,139.2,Health,UPI,POS,Bengaluru,0,46,336.35,1670,No,0
T103896,CUST2862,01-01-2023 11:51,12.67,Travel,Credit Card,Mobile,Hyderabad,0,93,464.75,634,No,0
T103897,CUST6679,31-05-2023 23:51,143.15,Entertainment,PayPal,Desktop,Kolkata,0,137,44.59,1654,No,0
T103898,CUST2282,19-06-2023 02:12,62.17,Utilities,UPI,POS,Mumbai,0,50,477.14,472,No,0
T103899,CUST9843,11-04-2023 21:06,148.97,Utilities,Credit Card,Desktop,Pune,0,66,456,1216,No,0
T103900,CUST3625,04-10-2023 22:48,45.15,Food,Debit Card,POS,Mumbai,0,38,67.69,67,No,0
T103901,CUST9765,24-05-2023 00:21,38.12,Electronics,NetBanking,POS,Bengaluru,0,155,99.96,121,No,0
T103902,CUST9645,25-03-2023 00:27,197.27,Utilities,Credit Card,Desktop,Chennai,0,105,162.68,660,No,0
T103903,CUST4989,17-02-2024 11:36,23.14,Travel,Credit Card,Mobile,Chennai,0,148,284.24,1776,No,0
T103904,CUST8947,12-05-2023 09:54,148.74,Utilities,Debit Card,POS,Hyderabad,0,190,75.89,701,No,0
T103905,CUST2424,21-08-2023 12:13,52.94,Fashion,PayPal,Mobile,Hyderabad,0,16,108.16,130,No,0
T103906,CUST4944,13-12-2023 02:09,57.74,Travel,Debit Card,Desktop,Chennai,0,79,452.31,1934,No,1
T103907,CUST7991,18-07-2023 08:23,29.51,Grocery,Credit Card,Desktop,Hyderabad,0,13,63.56,536,No,0
T103908,CUST7916,29-01-2023 12:01,68.09,Fashion,PayPal,Mobile,Chennai,0,114,205.45,208,No,0
T103909,CUST3657,26-06-2023 18:56,31.47,Fashion,UPI,Desktop,Bengaluru,0,102,383.87,313,No,0
T103910,CUST3066,15-06-2023 14:12,3.2,Utilities,Credit Card,POS,Hyderabad,0,148,445.41,384,No,0
T103911,CUST8941,02-04-2023 21:01,25.4,Health,Debit Card,Mobile,Chennai,0,152,174.66,1957,No,0
T103912,CUST1186,21-09-2023 20:44,0.51,Utilities,UPI,Desktop,Hyderabad,0,178,90.57,1350,No,0
T103913,CUST1765,04-07-2023 13:47,306.64,Travel,NetBanking,Desktop,Mumbai,0,135,371.14,1939,No,0
T103914,CUST4968,02-07-2023 09:32,269.92,Grocery,UPI,Mobile,Pune,0,87,388.55,1588,No,0
T103915,CUST5294,11-03-2023 18:38,40.22,Electronics,Debit Card,POS,Mumbai,0,88,490.22,517,No,0
T103916,CUST1686,12-01-2023 20:17,104.27,Entertainment,UPI,Mobile,Delhi,0,29,78.38,1035,No,0
T103917,CUST2449,06-02-2023 17:54,33.95,Health,Debit Card,Desktop,Chennai,0,133,357.62,308,No,0
T103918,CUST1930,25-12-2023 23:20,88.96,Travel,Credit Card,Desktop,Delhi,0,107,214.47,573,No,0
T103919,CUST4508,04-01-2023 06:38,130.96,Electronics,PayPal,Mobile,Chennai,0,163,458.17,679,No,0
T103920,CUST8618,19-08-2023 01:18,234.63,Travel,NetBanking,POS,Pune,0,65,209.84,1646,No,0
T103921,CUST9764,13-06-2023 01:14,40.89,Health,PayPal,POS,Hyderabad,0,100,228.52,960,No,0
T103922,CUST4691,11-02-2024 13:25,122.34,Electronics,PayPal,POS,Chennai,0,115,72.13,384,No,0
T103923,CUST6029,26-01-2023 22:29,24.73,Health,PayPal,Mobile,Mumbai,0,198,167.26,1372,No,0
T103924,CUST4781,18-01-2024 08:13,371.12,Travel,Debit Card,POS,Hyderabad,0,87,206.41,224,No,0
T103925,CUST4094,24-04-2023 13:09,2.09,Fashion,Debit Card,POS,Pune,0,74,18.58,833,No,0
T103926,CUST7370,17-05-2023 19:45,74.01,Entertainment,NetBanking,POS,Mumbai,0,135,224.41,122,No,0
T103927,CUST4686,31-01-2023 19:41,86.19,Food,Debit Card,POS,Hyderabad,0,172,174.8,462,Yes,1
T103928,CUST8701,23-04-2023 11:06,93.19,Entertainment,Debit Card,Desktop,Chennai,0,13,403.88,587,No,0
T103929,CUST9819,29-01-2023 00:18,10.26,Fashion,Debit Card,Mobile,Chennai,0,94,62.49,1080,No,1
T103930,CUST8604,01-01-2024 09:55,223.14,Health,Debit Card,Mobile,Mumbai,0,78,382.5,1468,No,0
T103931,CUST4458,06-01-2023 07:44,15.99,Entertainment,Credit Card,POS,Bengaluru,0,124,359.87,191,No,0
T103932,CUST4786,29-01-2024 20:29,77.99,Health,NetBanking,Mobile,Chennai,0,125,128.47,1897,No,0
T103933,CUST5686,05-11-2023 20:34,20.15,Health,Debit Card,Mobile,Bengaluru,0,38,50.8,130,No,0
T103934,CUST7707,24-01-2023 15:52,29.36,Electronics,NetBanking,Desktop,Hyderabad,1,13,422.5,728,No,0
T103935,CUST5146,16-08-2023 02:58,63.25,Grocery,UPI,Mobile,Bengaluru,0,54,132.22,1526,No,0
T103936,CUST7957,12-08-2023 20:18,43.19,Health,Credit Card,Desktop,Mumbai,0,106,81.32,1759,No,0
T103937,CUST3971,13-08-2023 18:07,13.97,Entertainment,Debit Card,Mobile,Delhi,0,44,185.93,187,No,0
T103938,CUST6961,06-03-2023 16:25,15,Entertainment,Credit Card,Desktop,Delhi,0,141,206.43,521,No,0
T103939,CUST9348,17-02-2023 21:55,43.32,Entertainment,Credit Card,Desktop,Mumbai,1,153,169.78,948,No,0
T103940,CUST4087,16-07-2023 03:15,113.27,Fashion,UPI,Mobile,Kolkata,0,24,488.48,1062,No,0
T103941,CUST4544,24-12-2023 03:05,182.59,Food,NetBanking,Desktop,Delhi,0,124,441.6,1265,No,1
T103942,CUST6392,10-10-2023 23:26,7.03,Health,Credit Card,Desktop,Mumbai,1,29,437.76,1492,No,0
T103943,CUST2064,21-09-2023 20:18,39.95,Utilities,PayPal,Mobile,Chennai,0,198,205.4,1950,No,0
T103944,CUST8053,11-07-2023 19:14,8.45,Health,UPI,Desktop,Bengaluru,0,146,481.81,853,No,0
T103945,CUST8196,19-02-2024 12:22,1.34,Health,PayPal,Desktop,Delhi,0,92,345.17,708,No,0
T103946,CUST2248,29-10-2023 19:47,86.71,Utilities,UPI,Desktop,Chennai,0,5,417.68,1908,No,0
T103947,CUST7752,29-03-2023 00:11,73.79,Electronics,PayPal,Desktop,Delhi,0,146,255.43,815,No,1
T103948,CUST5338,02-06-2023 01:47,14.24,Health,PayPal,Desktop,Hyderabad,0,191,88.7,1863,No,0
T103949,CUST8412,16-10-2023 11:12,21.31,Fashion,Credit Card,POS,Mumbai,0,125,444.57,1021,Yes,1
T103950,CUST2200,12-04-2023 14:01,1.92,Travel,Credit Card,Desktop,Mumbai,0,165,248.35,140,No,0
T103951,CUST7847,24-11-2023 10:39,144.12,Grocery,UPI,Desktop,Chennai,0,71,484.59,870,No,0
T103952,CUST2610,10-11-2023 08:20,294.13,Entertainment,NetBanking,Desktop,Kolkata,1,183,134.88,232,No,0
T103953,CUST4589,16-01-2024 15:12,11.64,Health,Credit Card,Desktop,Hyderabad,0,99,496.27,1813,No,0
T103954,CUST5420,22-10-2023 22:31,21.06,Electronics,Credit Card,Mobile,Bengaluru,0,12,118.99,1118,No,0
T103955,CUST9619,18-06-2023 22:40,162.24,Fashion,Debit Card,POS,Hyderabad,0,52,190.4,1768,No,0
T103956,CUST7893,28-01-2024 05:25,208.8,Health,Credit Card,Mobile,Kolkata,0,185,301.07,1214,No,0
T103957,CUST2702,06-01-2023 19:00,43.53,Utilities,NetBanking,POS,Hyderabad,0,46,349.73,443,No,0
T103958,CUST2240,28-09-2023 18:24,4.16,Electronics,Debit Card,Desktop,Pune,0,104,362.94,1698,No,0
T103959,CUST7454,11-02-2024 00:56,3.22,Travel,PayPal,Desktop,Bengaluru,0,44,243.36,719,No,0
T103960,CUST7729,10-11-2023 13:57,68.26,Food,PayPal,POS,Bengaluru,1,152,47.65,1758,No,0
T103961,CUST3023,24-11-2023 13:06,39.92,Health,Debit Card,POS,Hyderabad,0,9,253.06,295,No,0
T103962,CUST1888,23-09-2023 02:42,2.33,Fashion,Debit Card,Mobile,Delhi,0,140,174,601,No,0
T103963,CUST5941,21-04-2023 09:12,70.02,Electronics,Debit Card,POS,Pune,0,100,332.25,234,No,0
T103964,CUST8276,02-06-2023 22:58,0.91,Utilities,UPI,Desktop,Delhi,0,137,99.32,1720,No,0
T103965,CUST7297,20-08-2023 17:48,123.86,Electronics,NetBanking,Mobile,Hyderabad,0,103,203.02,613,No,0
T103966,CUST3947,20-11-2023 07:17,29.27,Health,NetBanking,POS,Delhi,0,110,483.4,1209,No,0
T103967,CUST2990,18-08-2023 17:29,3.29,Electronics,PayPal,POS,Bengaluru,0,116,53.55,202,No,0
T103968,CUST1349,31-01-2023 11:52,71.01,Food,PayPal,Mobile,Bengaluru,0,22,305.14,337,No,0
T103969,CUST7442,16-12-2023 15:19,40.56,Electronics,PayPal,POS,Delhi,0,145,54.42,479,No,0
T103970,CUST4089,12-05-2023 08:17,291.36,Entertainment,Credit Card,Desktop,Bengaluru,0,161,86.93,91,No,0
T103971,CUST3277,15-01-2024 22:34,62.86,Grocery,PayPal,Mobile,Mumbai,0,175,306.42,1426,No,0
T103972,CUST8160,06-11-2023 17:32,25.75,Entertainment,Debit Card,POS,Bengaluru,0,88,227.56,1513,No,0
T103973,CUST5776,01-01-2024 08:00,98.88,Grocery,PayPal,Desktop,Hyderabad,0,143,278.76,504,No,0
T103974,CUST5822,02-02-2023 12:15,25.34,Electronics,Debit Card,POS,Chennai,0,33,441.14,1434,No,0
T103975,CUST9147,08-05-2023 15:45,187.68,Utilities,UPI,Mobile,Delhi,0,15,410.45,1770,No,0
T103976,CUST8867,01-08-2023 11:07,37.56,Utilities,Credit Card,POS,Pune,0,27,445.11,1625,No,0
T103977,CUST6491,23-08-2023 07:29,63.86,Health,Credit Card,POS,Kolkata,0,189,311.96,115,No,0
T103978,CUST1829,05-10-2023 02:19,4.15,Utilities,NetBanking,POS,Delhi,0,196,249.93,1989,No,0
T103979,CUST9307,26-04-2023 23:01,44.43,Grocery,UPI,Desktop,Kolkata,0,112,235.01,1196,No,0
T103980,CUST2158,22-01-2023 07:19,142.88,Fashion,Debit Card,Desktop,Kolkata,0,82,372.51,1916,No,0
T103981,CUST2072,16-06-2023 21:43,131.05,Grocery,UPI,POS,Bengaluru,1,48,265.44,1060,No,1
T103982,CUST9104,21-11-2023 06:08,20.32,Entertainment,Credit Card,POS,Bengaluru,0,8,61.83,324,No,0
T103983,CUST9127,29-05-2023 05:57,20.5,Electronics,Debit Card,Mobile,Chennai,0,134,79.55,1744,No,0
T103984,CUST4115,24-09-2023 17:54,136,Health,UPI,POS,Chennai,1,191,184.97,768,No,0
T103985,CUST8538,03-11-2023 17:38,213.2,Travel,Credit Card,Mobile,Pune,0,118,43.23,1572,No,0
T103986,CUST3930,15-09-2023 01:03,8.02,Health,Debit Card,Desktop,Hyderabad,0,84,127.22,1705,No,0
T103987,CUST2037,20-01-2024 00:45,47.84,Health,Debit Card,POS,Mumbai,0,2,331.64,555,No,1
T103988,CUST9139,20-04-2023 12:29,32.93,Health,Credit Card,Mobile,Hyderabad,0,150,16.09,63,No,0
T103989,CUST9053,23-06-2023 12:39,163.64,Fashion,Debit Card,Desktop,Pune,1,118,306.01,1943,No,0
T103990,CUST8778,13-06-2023 14:37,6.98,Food,Credit Card,Mobile,Delhi,0,21,388.45,1988,No,0
T103991,CUST9277,31-01-2023 21:32,18.97,Entertainment,PayPal,Desktop,Bengaluru,0,134,93.38,781,No,0
T103992,CUST6908,12-09-2023 22:41,111.7,Electronics,PayPal,POS,Hyderabad,0,123,98.67,1382,No,0
T103993,CUST4020,09-03-2023 01:57,4.21,Food,Debit Card,Mobile,Kolkata,0,96,24.14,1885,No,1
T103994,CUST2761,21-03-2023 14:16,54.27,Travel,Debit Card,POS,Bengaluru,0,198,261.1,1662,No,0
T103995,CUST7204,18-04-2023 16:38,46.69,Food,Credit Card,Mobile,Bengaluru,1,13,330.75,809,No,0
T103996,CUST3865,11-08-2023 12:27,32.57,Electronics,Debit Card,Desktop,Hyderabad,0,1,233.89,667,No,0
T103997,CUST3351,02-10-2023 13:08,40.15,Entertainment,NetBanking,Mobile,Hyderabad,0,150,200.83,1087,No,0
T103998,CUST8759,06-03-2023 08:31,60.39,Entertainment,PayPal,Mobile,Kolkata,0,117,232.66,824,No,0
T103999,CUST9728,10-01-2024 09:50,14.08,Electronics,Debit Card,POS,Kolkata,0,152,392.95,435,No,0
T104000,CUST4944,16-07-2023 20:29,67.89,Travel,Debit Card,POS,Chennai,0,64,26.42,1071,No,0
T104001,CUST4335,17-01-2024 02:53,130.96,Electronics,UPI,POS,Pune,0,169,394.07,1483,No,0
T104002,CUST7062,08-01-2024 23:05,114.22,Travel,Debit Card,Desktop,Pune,0,150,336.51,457,No,0
T104003,CUST8372,19-02-2023 03:33,13.37,Travel,NetBanking,POS,Kolkata,0,61,128.3,943,No,0
T104004,CUST8554,17-02-2023 16:06,12.93,Electronics,PayPal,Mobile,Mumbai,0,108,267.12,322,No,0
T104005,CUST8907,01-10-2023 06:15,24.98,Grocery,UPI,Desktop,Kolkata,0,12,34.15,1956,Yes,1
T104006,CUST3614,02-05-2023 14:58,35.84,Entertainment,Credit Card,POS,Chennai,0,90,196,609,No,0
T104007,CUST5090,08-07-2023 19:54,42,Travel,Credit Card,Mobile,Mumbai,0,132,95.28,1802,No,0
T104008,CUST2782,16-10-2023 17:38,91.08,Electronics,PayPal,Mobile,Hyderabad,0,83,20.93,1133,No,0
T104009,CUST8530,16-07-2023 11:26,4.67,Utilities,Credit Card,Desktop,Pune,0,128,184.97,1139,No,0
T104010,CUST3313,26-07-2023 10:23,2.82,Grocery,NetBanking,Mobile,Pune,0,140,365.8,1625,No,0
T104011,CUST6829,02-04-2023 14:57,39.79,Entertainment,Debit Card,POS,Mumbai,0,33,461.3,77,No,0
T104012,CUST8029,18-09-2023 17:08,95.57,Travel,PayPal,Mobile,Delhi,0,149,334.51,1744,No,0
T104013,CUST1598,29-08-2023 01:51,17.2,Entertainment,UPI,POS,Chennai,0,128,206.97,1921,No,1
T104014,CUST4337,14-05-2023 13:58,82.07,Grocery,Debit Card,POS,Chennai,0,100,499.75,113,No,0
T104015,CUST8330,30-12-2023 02:50,24.07,Entertainment,Credit Card,Desktop,Chennai,0,106,148.64,636,No,1
T104016,CUST6029,12-03-2023 18:25,173.78,Fashion,Credit Card,Mobile,Pune,0,72,101.69,337,No,0
T104017,CUST4632,07-09-2023 17:56,180.83,Health,UPI,Desktop,Bengaluru,0,74,237.2,281,No,0
T104018,CUST8722,21-10-2023 16:17,28.22,Fashion,NetBanking,Desktop,Pune,0,96,257.41,1534,No,0
T104019,CUST3014,23-01-2023 02:23,20.91,Grocery,UPI,Desktop,Bengaluru,0,92,183.86,1898,No,0
T104020,CUST5974,13-06-2023 18:42,42.39,Travel,PayPal,POS,Pune,0,74,350.79,209,No,0
T104021,CUST1815,01-05-2023 18:18,22.01,Electronics,UPI,POS,Hyderabad,0,72,100.09,1649,No,0
T104022,CUST4703,13-04-2023 10:33,89.27,Food,Credit Card,POS,Pune,0,180,260.07,1363,No,0
T104023,CUST7560,28-01-2023 15:51,139.93,Electronics,NetBanking,POS,Hyderabad,0,175,255.06,1990,No,0
T104024,CUST2904,20-02-2024 22:44,89.45,Entertainment,NetBanking,Mobile,Bengaluru,0,59,413.66,455,No,0
T104025,CUST7454,19-12-2023 12:33,139.14,Food,UPI,Mobile,Chennai,1,175,464.21,1539,No,0
T104026,CUST3289,20-02-2024 21:13,40.47,Food,PayPal,POS,Bengaluru,0,56,335,1715,No,0
T104027,CUST2253,17-01-2023 08:44,13.6,Entertainment,Credit Card,POS,Mumbai,1,13,159.63,68,No,1
T104028,CUST6491,18-11-2023 23:44,107.14,Entertainment,Debit Card,Mobile,Chennai,0,172,347.91,1332,No,0
T104029,CUST1963,19-08-2023 18:11,35.76,Travel,NetBanking,Desktop,Pune,0,35,133.17,845,No,0
T104030,CUST8697,14-04-2023 22:51,89,Grocery,UPI,Desktop,Pune,0,119,483.61,654,No,0
T104031,CUST3710,14-12-2023 22:32,25.25,Utilities,PayPal,POS,Pune,0,115,412.96,405,No,0
T104032,CUST5700,20-10-2023 23:16,6.78,Electronics,PayPal,Desktop,Pune,0,157,221.28,1982,No,0
T104033,CUST2929,22-11-2023 21:46,392.31,Grocery,Credit Card,POS,Pune,0,56,394.33,1692,No,0
T104034,CUST9554,24-02-2023 19:19,13.59,Fashion,NetBanking,POS,Bengaluru,0,133,210.24,70,No,0
T104035,CUST4454,01-07-2023 11:13,356.68,Travel,Credit Card,POS,Kolkata,0,195,46.56,1723,No,0
T104036,CUST2240,22-07-2023 03:17,302.76,Travel,Debit Card,Mobile,Hyderabad,0,53,356.32,1771,No,0
T104037,CUST2426,10-09-2023 02:46,126.32,Utilities,Debit Card,Desktop,Kolkata,0,101,208.26,76,No,0
T104038,CUST6280,06-11-2023 02:05,86.17,Fashion,Debit Card,Mobile,Bengaluru,0,120,465.86,1537,No,1
T104039,CUST5186,13-01-2023 07:56,68.98,Electronics,PayPal,Desktop,Delhi,1,60,160.21,214,No,1
T104040,CUST2879,23-07-2023 03:08,160.85,Health,NetBanking,Mobile,Kolkata,0,105,423.23,101,No,0
T104041,CUST5137,05-12-2023 12:03,27.34,Fashion,Credit Card,Mobile,Bengaluru,0,134,343.41,598,No,0
T104042,CUST9585,24-11-2023 14:57,50.44,Electronics,Credit Card,POS,Chennai,0,176,428.13,1804,No,0
T104043,CUST3570,28-04-2023 10:18,77.28,Food,Debit Card,POS,Pune,0,106,153.02,603,No,0
T104044,CUST8299,28-05-2023 06:14,42.37,Entertainment,NetBanking,Mobile,Bengaluru,0,80,236.06,371,No,0
T104045,CUST7327,22-10-2023 21:09,44.62,Travel,NetBanking,Desktop,Kolkata,0,163,413.33,598,No,0
T104046,CUST5076,27-07-2023 23:44,32.07,Electronics,UPI,Desktop,Hyderabad,0,146,325.47,993,No,0
T104047,CUST6633,01-05-2023 07:03,66.45,Grocery,NetBanking,POS,Kolkata,0,11,186.36,1296,No,0
T104048,CUST1305,19-12-2023 04:24,152.08,Utilities,NetBanking,POS,Pune,0,51,260.88,357,No,0
T104049,CUST1847,18-11-2023 17:02,18,Entertainment,Credit Card,Desktop,Kolkata,0,121,498.09,1689,No,0
T104050,CUST9835,11-03-2023 16:38,217.97,Grocery,NetBanking,Desktop,Mumbai,0,23,373.51,182,No,0
T104051,CUST2773,31-03-2023 09:25,93.46,Entertainment,NetBanking,Desktop,Delhi,0,47,311.12,1308,No,0
T104052,CUST7211,26-01-2024 14:18,138.65,Travel,Credit Card,POS,Chennai,0,75,415.68,758,No,0
T104053,CUST5251,09-01-2023 16:21,64.99,Fashion,NetBanking,Desktop,Hyderabad,0,187,226.59,1477,No,0
T104054,CUST6850,25-10-2023 01:55,120.95,Health,Credit Card,POS,Delhi,1,185,475.53,261,No,1
T104055,CUST7801,06-07-2023 12:54,1.31,Fashion,UPI,Mobile,Bengaluru,0,93,280.49,1582,No,0
T104056,CUST4570,28-03-2023 00:39,136.47,Electronics,PayPal,Mobile,Delhi,0,127,170.17,1645,No,0
T104057,CUST3870,03-11-2023 08:08,3.28,Utilities,Credit Card,Mobile,Pune,0,56,52.15,1549,No,0
T104058,CUST7162,26-08-2023 02:48,176.52,Fashion,Credit Card,Desktop,Pune,0,155,194.09,205,No,0
T104059,CUST3683,23-06-2023 01:18,385.89,Travel,NetBanking,POS,Mumbai,1,73,288.63,580,No,1
T104060,CUST2893,31-10-2023 01:32,27.86,Utilities,Credit Card,Desktop,Delhi,1,163,354.59,172,No,1
T104061,CUST3160,07-08-2023 21:28,18.89,Electronics,Debit Card,POS,Kolkata,0,183,438.81,46,No,0
T104062,CUST6075,04-09-2023 01:45,115.98,Food,Debit Card,Desktop,Delhi,0,137,472.54,278,No,0
T104063,CUST6434,08-12-2023 03:52,23.34,Fashion,UPI,Mobile,Pune,0,18,60.2,1088,No,1
T104064,CUST9857,21-02-2024 07:20,160.53,Fashion,Credit Card,POS,Bengaluru,0,44,304.44,830,No,0
T104065,CUST7221,06-07-2023 05:56,8.68,Health,NetBanking,Desktop,Bengaluru,1,149,336.63,1029,Yes,1
T104066,CUST2184,08-01-2024 05:35,10.77,Electronics,NetBanking,POS,Chennai,0,56,94.31,1028,No,0
T104067,CUST2512,10-07-2023 08:07,309.64,Grocery,PayPal,POS,Kolkata,0,176,277.34,175,No,0
T104068,CUST1153,24-04-2023 03:10,89.63,Fashion,UPI,Desktop,Kolkata,0,100,174.07,955,No,0
T104069,CUST6299,24-02-2023 00:18,150.13,Travel,NetBanking,Desktop,Bengaluru,0,1,47.93,756,No,0
T104070,CUST5504,10-10-2023 23:58,31.36,Fashion,PayPal,POS,Delhi,1,155,42.27,194,No,0
T104071,CUST7151,19-02-2024 02:26,90.28,Health,NetBanking,POS,Mumbai,0,45,382.01,1164,No,0
T104072,CUST4556,16-05-2023 15:56,72.16,Food,PayPal,Mobile,Bengaluru,0,63,311.57,676,No,0
T104073,CUST8398,04-11-2023 04:24,73.94,Health,Debit Card,POS,Kolkata,0,58,360.41,1127,No,1
T104074,CUST1907,01-07-2023 22:07,91.79,Fashion,Debit Card,Mobile,Kolkata,0,168,345.79,697,No,0
T104075,CUST1291,08-09-2023 13:48,68.52,Utilities,NetBanking,Mobile,Pune,0,63,75.81,1780,No,0
T104076,CUST7145,04-03-2023 14:23,44.84,Grocery,UPI,Mobile,Pune,1,38,84.27,383,No,0
T104077,CUST6712,04-02-2024 20:42,25.83,Entertainment,Credit Card,POS,Chennai,1,29,133.72,1327,No,0
T104078,CUST4469,25-05-2023 04:55,117.08,Fashion,UPI,Mobile,Chennai,0,40,205.56,972,No,0
T104079,CUST4308,12-06-2023 01:24,20.52,Electronics,UPI,POS,Delhi,0,147,470.2,1332,No,0
T104080,CUST5658,07-11-2023 09:40,94.3,Fashion,Credit Card,POS,Bengaluru,0,88,340.21,1713,No,0
